Age,workclass,education,education-num,marital,occupation,relationship,sex,capital-gain,capital loss,hours-per-week,salary
47,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,45,0
40,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,60,0
38,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Male,0,,40,1
27,Private,Assoc-voc,,Divorced,Sales,Not-in-family,Female,,0,40,0
,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,38,1
,Private,HS-grad,9,Divorced,Sales,Own-child,Male,0,0,40,0
41,Private,Some-college,10,Married-civ-spouse,Craft-repair,,,0,0,40,0
30,,HS-grad,,Divorced,Adm-clerical,Unmarried,Female,0,0,,0
55,Private,Bachelors,13,Married-civ-spouse,Other-service,,Male,0,0,35,0
25,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,1590,40,0
32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,Male,0,0,40,0
28,Private,Some-college,10,Separated,,Not-in-family,Female,0,0,60,1
33,Self-emp-inc,,9,Married-civ-spouse,,Husband,Male,0,0,50,0
17,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Male,0,0,40,1
27,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,1
55,Private,Assoc-voc,,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,20,0
63,,Some-college,,Married-civ-spouse,Tech-support,Husband,Male,0,0,18,0
39,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,,5013,0,40,1
51,,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,4386,0,52,0
67,Self-emp-not-inc,,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
27,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,Female,0,1594,26,0
54,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
59,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
18,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,,0
19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,20,0
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,,Male,0,0,50,0
,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,7,0
42,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,15024,0,40,1
37,Private,,10,Married-spouse-absent,Prof-specialty,Not-in-family,Female,0,0,30,0
51,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
48,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,2463,0,40,0
23,Private,HS-grad,9,Never-married,Transport-moving,,Male,0,0,40,0
27,Private,Assoc-voc,11,,Sales,Husband,Male,0,0,45,1
25,Private,HS-grad,,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
69,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Female,2964,0,6,1
30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,44,0
,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,35,0
28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,,0
45,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,,0,0,40,0
25,Private,Some-college,,Never-married,Adm-clerical,Own-child,Male,0,0,15,0
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,1
59,Private,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
26,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,30,0
48,Private,Some-college,10,,Other-service,Not-in-family,Female,0,0,25,0
64,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,,0
39,Private,,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,,0
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,,0,40,0
40,State-gov,Masters,,Never-married,Exec-managerial,Not-in-family,Female,,0,35,0
46,Private,Masters,14,Married-spouse-absent,,Not-in-family,Male,0,0,,0
35,Federal-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
43,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,,,0
31,Private,HS-grad,,Separated,Transport-moving,Not-in-family,Male,0,0,40,0
22,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,25,0
35,Private,,10,Never-married,Other-service,,Male,0,0,30,0
35,,HS-grad,9,Separated,Transport-moving,Not-in-family,Male,0,0,,0
35,State-gov,Some-college,10,Divorced,Tech-support,Unmarried,Female,0,0,40,0
,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
50,Private,Masters,14,Never-married,Prof-specialty,Unmarried,Female,0,0,,0
48,Self-emp-not-inc,,15,Divorced,Prof-specialty,Unmarried,Male,14084,0,63,1
46,Private,,9,,Adm-clerical,Not-in-family,Female,0,0,40,0
36,Private,,9,,,Unmarried,,0,0,38,0
37,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,36,0
,Private,9th,5,Married-civ-spouse,Sales,Husband,Male,0,0,45,0
,Local-gov,Bachelors,,Separated,Prof-specialty,,Female,0,,70,0
35,Self-emp-not-inc,HS-grad,9,Divorced,,Not-in-family,Male,0,0,,0
43,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,,Male,0,0,40,0
18,State-gov,11th,7,Never-married,Other-service,Own-child,Male,0,0,20,0
54,Private,HS-grad,9,Married-civ-spouse,,Husband,Male,0,,,0
62,Private,HS-grad,9,Never-married,Other-service,Other-relative,Female,0,,38,0
,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,48,1
27,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,1
23,Private,Some-college,10,,Adm-clerical,Other-relative,,0,0,14,0
33,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Male,0,0,,1
28,Private,1st-4th,2,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,0
22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,20,0
31,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,,0,0,,0
26,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Male,0,0,30,0
44,Private,Bachelors,13,,Exec-managerial,Not-in-family,Male,0,,50,0
73,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,30,1
44,Private,Bachelors,13,Divorced,Sales,Unmarried,Female,0,0,35,0
35,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Male,0,0,45,0
27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,,0,0,40,0
47,Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,0,50,0
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
33,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,Female,0,0,26,0
,Private,Some-college,10,Divorced,Other-service,Not-in-family,Female,0,0,15,0
,Private,HS-grad,,Married-civ-spouse,Handlers-cleaners,Husband,,2829,0,40,0
41,Self-emp-not-inc,Masters,14,Divorced,,Unmarried,Male,0,0,40,0
45,Private,,9,Married-civ-spouse,Sales,Husband,Male,0,0,60,0
65,Private,HS-grad,9,Widowed,Adm-clerical,,Female,0,810,36,0
42,State-gov,Some-college,10,Separated,Tech-support,Unmarried,Female,0,0,40,0
33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,25,0
32,,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,99999,0,60,0
42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
49,Private,Some-college,10,Separated,,Not-in-family,Female,0,0,45,0
38,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Own-child,Male,,0,45,0
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,0
37,Private,Some-college,10,,Craft-repair,Husband,Male,0,0,52,0
24,Private,Some-college,10,,Machine-op-inspct,Not-in-family,Male,0,0,30,0
27,Self-emp-not-inc,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,50,1
25,Private,9th,5,Married-spouse-absent,Adm-clerical,Unmarried,Female,,0,40,1
29,Private,HS-grad,9,,Sales,,,0,0,50,0
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,,Male,0,0,70,0
,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,96,0
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,,0,,40,0
46,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Male,0,0,49,0
38,Private,Some-college,10,Separated,Exec-managerial,Unmarried,Male,0,0,40,0
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,,Male,0,0,40,0
22,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,,0
33,Private,Some-college,10,Divorced,Sales,Not-in-family,Male,0,0,40,0
50,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,1
31,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,41,0
26,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Not-in-family,Female,0,0,4,0
42,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,,0,0,38,0
27,Private,,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
34,Private,Masters,14,Married-civ-spouse,Prof-specialty,,Male,0,0,45,0
64,,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,1
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
47,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,0
56,,Masters,,Never-married,Prof-specialty,Not-in-family,Male,0,,66,0
25,,Masters,14,,Prof-specialty,Own-child,Male,0,0,,1
60,State-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,,0,0,35,0
52,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,,44,0
43,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,,594,0,16,1
46,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
19,Private,Some-college,10,Never-married,Adm-clerical,,Female,0,0,30,0
56,Private,7th-8th,4,Never-married,Farming-fishing,Unmarried,Female,0,0,20,0
22,Private,Bachelors,13,Never-married,Prof-specialty,,Male,,0,40,0
39,Private,5th-6th,3,,Sales,Unmarried,Female,0,0,30,0
28,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,,0,0,,0
31,Private,Bachelors,,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
22,Private,HS-grad,,Never-married,Other-service,Own-child,Female,0,,35,0
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
28,Self-emp-not-inc,11th,,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
,Private,,,Never-married,Adm-clerical,Unmarried,Female,0,0,35,0
50,Private,Bachelors,,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
34,Private,HS-grad,,Married-civ-spouse,Craft-repair,Husband,Male,3908,0,46,0
48,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,,0,40,0
51,Private,Bachelors,13,,Adm-clerical,Not-in-family,,0,0,40,0
,Private,HS-grad,,,Sales,Husband,Male,0,0,40,1
44,Private,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,Male,0,0,40,0
20,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,20,0
37,Private,HS-grad,9,Married-civ-spouse,,,Male,0,0,,1
38,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
59,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
51,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,48,0
29,Private,Some-college,10,Married-civ-spouse,,Husband,Male,0,0,40,0
37,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,0
42,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,1
28,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,,50,0
34,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,,40,0
50,Self-emp-not-inc,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
22,Self-emp-inc,HS-grad,9,Never-married,,Own-child,Male,0,0,,0
27,Private,HS-grad,,,Other-service,Not-in-family,Female,0,0,52,0
45,State-gov,Prof-school,,Divorced,Prof-specialty,Unmarried,Female,0,0,43,0
39,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,38,0
25,Local-gov,,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,35,0
24,Self-emp-inc,Bachelors,13,,Exec-managerial,Husband,Male,0,0,40,1
18,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,30,1
23,Private,12th,8,Never-married,Other-service,Unmarried,Male,0,0,38,0
,Private,5th-6th,3,,Other-service,Other-relative,Male,0,0,40,0
17,Self-emp-not-inc,10th,6,Never-married,Other-service,Own-child,Female,0,0,24,1
63,Self-emp-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
28,Local-gov,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,65,0
51,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,,Male,,0,50,0
,Private,Bachelors,13,Never-married,Sales,Not-in-family,Female,3325,0,45,0
64,Private,,,Widowed,Adm-clerical,Unmarried,,0,0,12,0
17,Private,10th,6,Never-married,Other-service,Own-child,,0,0,25,0
45,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,,6497,0,35,0
18,Private,12th,8,Never-married,Other-service,Own-child,,0,0,20,1
,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
48,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Sales,,Male,,0,50,0
41,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Female,0,0,45,1
65,Private,,15,Married-civ-spouse,Prof-specialty,Husband,Male,20051,,60,0
27,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,40,0
39,Private,Assoc-voc,11,,Exec-managerial,Husband,Male,0,0,40,0
,Self-emp-not-inc,Some-college,10,,Craft-repair,Not-in-family,Male,0,0,,0
49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,1902,45,0
25,Private,,9,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,0
41,Private,Some-college,10,,Adm-clerical,Unmarried,Female,0,0,,0
31,Private,9th,5,,Adm-clerical,Not-in-family,Female,0,0,40,1
63,Private,11th,7,Married-civ-spouse,Protective-serv,Husband,Male,4386,0,37,1
50,State-gov,,13,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,0
63,Private,Some-college,10,Divorced,Other-service,,Male,,0,40,0
44,Self-emp-not-inc,Masters,14,,Farming-fishing,Own-child,Male,0,,99,1
48,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,65,0
51,Self-emp-not-inc,Some-college,,Married-civ-spouse,Sales,,Male,0,0,50,0
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,15,0
23,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,25,0
31,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,5013,0,,0
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
56,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,1
,Private,7th-8th,4,Divorced,Transport-moving,Unmarried,,0,0,20,0
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
39,Private,Masters,14,Married-civ-spouse,Exec-managerial,,,0,,50,1
56,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
31,Private,,9,Never-married,Exec-managerial,Unmarried,Female,0,0,,1
42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,,40,0
53,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,,Male,0,0,35,1
18,Private,11th,7,Never-married,Other-service,Own-child,Female,0,,15,0
27,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,1848,,0
31,Private,Bachelors,,Never-married,Farming-fishing,,Male,0,0,40,0
52,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,5013,0,40,0
,Private,,9,Married-civ-spouse,Other-service,Husband,,0,0,,0
30,Private,Some-college,10,Never-married,,Not-in-family,Male,0,0,24,0
26,Private,Bachelors,13,Never-married,,Not-in-family,Female,0,0,40,0
48,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
37,Private,,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,55,0
,Private,HS-grad,9,Divorced,Machine-op-inspct,,Male,0,0,40,0
74,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,2149,20,0
56,,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,67,0
39,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,,40,0
21,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,0
29,Private,Bachelors,13,,Exec-managerial,Not-in-family,Female,0,2258,45,0
,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,,Male,0,0,45,0
23,Private,Bachelors,13,Never-married,Protective-serv,Not-in-family,Female,2907,0,40,0
,Private,HS-grad,9,Never-married,Exec-managerial,,Female,0,0,50,0
47,Private,HS-grad,,Married-civ-spouse,Transport-moving,Husband,Male,,0,60,0
27,Private,HS-grad,9,,,Husband,Male,,0,55,0
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,1
30,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Male,0,0,,0
35,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,7688,0,20,1
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
21,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Male,0,0,20,1
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
48,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,36,0
,Private,,9,Never-married,,Not-in-family,Female,0,,,0
36,Private,,3,Separated,Machine-op-inspct,Not-in-family,Female,0,0,40,0
54,Private,HS-grad,9,Never-married,Prof-specialty,,Male,0,0,40,1
25,Private,,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,0
26,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,25,0
36,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,57,0
56,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,,0,,0
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,,Male,0,0,40,0
26,Private,,,Never-married,,Not-in-family,Female,0,0,40,0
,Private,Bachelors,13,Never-married,,Own-child,,0,0,25,1
23,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,1
41,State-gov,,,Never-married,Adm-clerical,Not-in-family,,0,0,40,0
55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,,50,0
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
67,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,,0,,0
60,Private,HS-grad,9,Widowed,Sales,Not-in-family,Female,0,0,50,1
54,Private,HS-grad,,Widowed,Sales,Unmarried,Female,0,0,,0
38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,,40,0
47,Private,,10,,Machine-op-inspct,,Male,3103,0,40,0
49,State-gov,Bachelors,13,Married-civ-spouse,,Husband,Male,,0,42,0
19,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,24,1
20,Private,Some-college,10,Never-married,Craft-repair,Unmarried,Male,0,0,40,0
66,Private,HS-grad,9,Widowed,Sales,Other-relative,Female,0,0,,0
51,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,42,0
19,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,,0,0,40,0
36,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,,40,0
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,0
41,Private,Bachelors,13,Divorced,Sales,Not-in-family,Male,0,1980,56,0
,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,9386,0,50,0
36,Private,HS-grad,9,,Exec-managerial,Not-in-family,Female,0,0,40,0
30,Private,,,Divorced,Sales,Own-child,Male,0,0,55,1
35,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,,0,0,40,1
46,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,,1
38,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Male,0,0,40,0
24,Private,Bachelors,13,Married-civ-spouse,,Husband,Male,0,0,40,0
40,Private,,,Married-civ-spouse,Other-service,Wife,Female,,0,40,0
49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,,0
19,Private,,9,Never-married,Other-service,Own-child,Male,0,0,30,0
,Private,Some-college,10,Widowed,Priv-house-serv,Not-in-family,Female,0,0,20,0
46,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,56,1
41,Private,Some-college,10,Separated,Craft-repair,Not-in-family,Male,0,0,40,1
28,Private,1st-4th,2,Never-married,Farming-fishing,Unmarried,Male,0,0,77,0
21,Private,HS-grad,9,Married-civ-spouse,Craft-repair,,Male,0,0,40,0
24,Private,12th,8,Never-married,Farming-fishing,,Male,,0,40,1
36,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,0
23,,Some-college,10,Never-married,Adm-clerical,,Male,0,0,25,1
38,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,,2051,40,0
29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,Male,0,0,50,1
47,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Unmarried,Male,0,0,40,0
39,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,0
40,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,48,0
32,Private,HS-grad,,Divorced,Adm-clerical,Own-child,Female,0,0,40,0
23,Private,HS-grad,9,Never-married,,Own-child,Male,0,0,40,1
44,,HS-grad,9,,Protective-serv,Husband,Male,0,0,40,0
70,Private,Bachelors,13,Widowed,Prof-specialty,Unmarried,Female,0,0,20,0
51,,Masters,14,Married-civ-spouse,Protective-serv,Husband,Male,0,1977,40,1
66,Private,9th,5,Separated,Other-service,Not-in-family,Female,0,0,,0
57,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,,40,0
,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,1
48,Self-emp-inc,Bachelors,13,Divorced,Sales,Not-in-family,Male,0,0,60,0
51,Private,Masters,14,Married-civ-spouse,Prof-specialty,,Female,0,0,40,0
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,,Male,0,0,50,0
27,Private,,9,Married-civ-spouse,,,Male,0,0,60,0
32,Private,Bachelors,13,Never-married,Adm-clerical,,Female,,0,,1
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,0,0,35,0
33,Private,Some-college,10,Divorced,,Not-in-family,Female,0,0,40,0
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
32,Local-gov,Some-college,,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,0
35,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,0
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,,Male,,0,,0
39,Private,HS-grad,9,Never-married,Sales,Unmarried,Female,0,0,60,0
24,,Bachelors,13,Never-married,Other-service,Own-child,Female,0,0,75,0
45,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,,40,1
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,40,0
49,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,Female,0,0,45,0
35,State-gov,Masters,,Never-married,Prof-specialty,Not-in-family,Female,0,0,,0
30,Private,,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,1
,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,1617,25,1
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,1
,,Masters,14,,,Husband,Male,0,0,50,0
20,Private,11th,7,Never-married,Craft-repair,Not-in-family,Male,0,0,25,0
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
33,,HS-grad,9,Married-civ-spouse,Other-service,Husband,,0,0,40,0
50,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,,0
25,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
28,State-gov,HS-grad,9,Married-civ-spouse,,Husband,Male,0,0,40,0
60,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,,0,0,40,0
,Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,,0,40,0
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,2258,40,1
,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
39,Local-gov,11th,7,Divorced,Adm-clerical,Unmarried,,,0,40,1
69,Local-gov,HS-grad,9,,Craft-repair,,Male,1424,0,,0
51,State-gov,Assoc-voc,11,,Tech-support,Not-in-family,Male,0,2444,,0
42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,,Male,0,0,40,1
,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,0
37,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,,Male,0,0,40,1
